State,Institution Name,Routing Numbers
New Jersey,Commonwealth Business Bank,122043864
Nebraska,Cornerstone Bank,104102707
Florida,Enterprise Bank & Trust,081006162
Florida,FIREFIGHTERS FIRST,322078341
Texas,FIRST COMMUNITY,313084674
Iowa,First Interstate Bank,092901683
Virginia,First National Bank of Pennsylvania,031301053
Louisiana,Gateway First Bank,103112552
Wisconsin,HEARTLAND,275978886
Michigan,Independent Bank,072402652
Virginia,Legacy Bank,073913836
Missouri,MEMBERS CHOICE,
Missouri,METRO,286582737
Colorado,Open Bank,122043958
Virginia,PromiseOne Bank,061121180
Oklahoma,Security Bank,103102216
New Jersey,State Street Bank and Trust Company,011000028
Kentucky,The Citizens Bank,042104469
Texas,The First State Bank,111308633
Florida,Trustmark Bank,065300279
Nebraska,Union Bank and Trust Company,104910795
New Jersey,Unity Bank,021210057
Utah,"Zions Bancorporation, N.A.",011201762
Wisconsin,Alliance Bank,074912674
Texas,"BOKF, National Association",082901392
Virginia,CHEVRON,321075947
Virginia,"Capital One, National Association",021200407
Tennessee,Citizens Community Bank,064104036
Wisconsin,EMPEOPLE,271186423
Virginia,EVERENCE,031389237
Texas,FARMERS INSURANCE,322077795
Texas,FIRST TECHNOLOGY,321180379
Wisconsin,First American Bank,067015928
Wisconsin,"First Mid Bank & Trust, National Association",071102076
Texas,Flanagan State Bank,071118264
Virginia,"HSBC Bank USA, National Association",021001088
Texas,NATIONAL POLICE,271078146
Texas,PCB Bank,122043602
Wisconsin,Peoples State Bank,075905965
Tennessee,Renasant Bank,061103276
Pennsylvania,"Santander Bank, N.A.",011075202
Texas,Shinhan Bank America,026011963
Texas,"Sunflower Bank, National Association",101100621
Texas,TIB National Association,111010170
Virginia,U S POSTAL SERVICE,254075441
Texas,ALTRA,291881216
Florida,Beal Bank USA,122487459
Florida,Central Bank,063116203
Texas,Citizens State Bank,111321856
North Carolina,"FSNB, National Association",103112675
Alabama,FirstBank,061107010
Tennessee,Gulf Coast Bank and Trust Company,265070435
New Jersey,Manufacturers and Traders Trust Company,221272316
Colorado,Nicolet National Bank,075901642
Ohio,Republic Bank & Trust Company,042287027
New Jersey,The Bank of New York Mellon,011001234
California,UKRAINIAN,222382221
New Jersey,Valley National Bank,021201383
Kansas,"Armed Forces Bank, National Association",122243017
Texas,Austin Capital Bank SSB,114994031
California,Bank of Hope,021214325
Michigan,CREDIT UNION 1,271188081
Indiana,Citizens Bank,074905225
Tennessee,Commercial Bank,064205388
Indiana,Farmers and Merchants Bank,074906211
Ohio,First Financial Bank,041203811
Kansas,Great Southern Bank,065303784
Indiana,Northwest Bank,073902290
Illinois,SELF-HELP,322273696
Virginia,"SouthState Bank, National Association",051408907
Illinois,The Central Trust Bank,086519609
Pennsylvania,UNITED,272484894
Georgia,Woori America Bank,021210073
Kansas,Busey Bank,071100117
Oklahoma,Community State Bank,103101518
Alabama,NORTHROP GRUMMAN,322276088
Illinois,"The Bank of New York Mellon Trust Company, National Association",
Minnesota,Commerce Bank,091912576
North Carolina,First Horizon Bank,061120152
Tennessee,First National Bank,064101194
Ohio,"Flagstar Bank, National Association",065203648
Utah,KeyBank National Association,011807043
Illinois,Old National Bank,072413638
Georgia,PENTAGON,256078446
Georgia,"Wilmington Trust, National Association",022313005
Georgia,CIBC National Trust Company,071006486
Kansas,COMMUNITYAMERICA,301081508
Massachusetts,"Citizens Bank, National Association",011001331
Missouri,First Community Bank,101205063
Georgia,TOGETHER,281082915
Illinois,United Community Bank,071109163
Massachusetts,AMERICAN AIRLINES,311992904
Florida,"BNY Mellon, National Association",031300821
Illinois,Farmers State Bank,071112817
Florida,First State Bank,063113523
Wisconsin,First State Bank,075907497
Utah,BAXTER,271992400
North Carolina,First Bank,053104568
New Jersey,Truist Bank,031204710
Iowa,"UMB Bank, National Association",111015748
California,"Fifth Third Bank, National Association",053100737
Tennessee,"Fifth Third Bank, National Association",053100737
North Carolina,Peoples Bank,053104869
Iowa,Regions Bank,051009296
Georgia,Woodforest National Bank,044115809
Virginia,Woodforest National Bank,044115809
Nebraska,BMO Bank National Association,063113727
Massachusetts,First-Citizens Bank & Trust Company,031207856
California,Pinnacle Bank,121144340
Tennessee,Pinnacle Bank,051405450
Minnesota,The Northern Trust Company,063111059
Georgia,The Huntington National Bank,041000153
Pennsylvania,The Huntington National Bank,041000153
Iowa,U.S. Bank National Association,011501747
Utah,U.S. Bank National Association,011501747
Louisiana,NAVY FEDERAL CREDIT UNION,256074974
Tennessee,NAVY FEDERAL CREDIT UNION,256074974
Kansas,"PNC Bank, National Association",021200575
Tennessee,"PNC Bank, National Association",021200575
Indiana,Bank of England,082902139
Pennsylvania,Bank of England,082902139
Georgia,"Wells Fargo Bank, National Association",026073079
Florida,"Bank of America, National Association",011000138
Missouri,"Bank of America, National Association",011000138
Utah,"Bank of America, National Association",011000138
Kansas,"JPMorgan Chase Bank, National Association",021000021
North Carolina,"JPMorgan Chase Bank, National Association",021000021
New Jersey,1st Bank of Sea Isle City,231271242
Pennsylvania,3HILL,
Ohio,ABBEY,
Pennsylvania,ACBA FED CREDIT UNION (3226),
Illinois,ACME CONTINENTAL,
California,AEROSPACE,
Colorado,AIR ACADEMY,
Texas,ALBA-GOLDEN,
Massachusetts,ALIGN,
Pennsylvania,ALLEGHENY VALLEY,
Missouri,ALLTRU,
California,ALTAONE,
Pennsylvania,AMERICAN PRIDE,
Texas,AMPLIFY,
Pennsylvania,APCI,
Pennsylvania,ARDENT,
Pennsylvania,ARMCO,
Texas,ASSOCIATED CREDIT UNION OF TEXAS,
Ohio,ATOMIC,
Illinois,AURORA POSTAL EMPLOYEES,
Pennsylvania,AVH,
Nebraska,Access Bank,104001138
Oklahoma,All Capital Bank,103112730
Pennsylvania,Altoona First Savings Bank,231371595
Kentucky,"American Bank & Trust Company, Inc.",083908323
Illinois,American Eagle Bank,071926281
Minnesota,American National Bank of Minnesota,091971533
Illinois,Anchor State Bank,071111371
Minnesota,Arcadian Bank,
Pennsylvania,Asian Bank,036018516
Texas,Austin County State Bank,113125555
Wisconsin,BADGER-GLOBE,
Michigan,BARAGA COUNTY,
California,BAY,
Tennessee,BCBST EMPLOYEES,
Utah,BECKSTRAND AND ASSOCIATES,
Ohio,BFG,
Pennsylvania,BLAIR COUNTY,
Colorado,BLUE,
Massachusetts,BOSTON CUSTOMS,
Wisconsin,BRANTWOOD,
New Jersey,BRIDGETON ONIZED,
Georgia,BROSNAN YARD,
Pennsylvania,BUCKS COUNTY EMPLOYEES,
Pennsylvania,BVA,
Alabama,Bank Independent,062203858
California,"Bank of America California, National Association",121000358
Missouri,"Bank of Brookfield - Purdin, National Association",101908014
Kentucky,Bank of Clarkson,083904660
Texas,"Bank of DeSoto, National Association",111916698
Oklahoma,Bank of Eufaula,103103338
Tennessee,Bank of Halls,084302452
Georgia,Bank of Madison,061102442
Missouri,Bank of New Madrid,081517965
Wisconsin,Bank of Prairie du Sac,075909204
Louisiana,Bank of Sunset and Trust Company,065202393
Wisconsin,Bank of Wisconsin Dells,075903394
Nebraska,Bank of the Valley,104901568
Iowa,BankIowa,
Nebraska,Banner Capital Bank,102301115
Massachusetts,BayCoast Bank,211372239
Iowa,Bellevue State Bank,073920395
Texas,"Big Bend Banks, N.A.",112304733
Wisconsin,Bluff View Bank,091803591
Florida,Bradesco Bank,067009044
Iowa,Bridge Community Bank,073907334
Ohio,Buckeye State Bank,044109417
Kentucky,C-PLANT,
Louisiana,CALCASIEU TEACHERS AND EMPLOYEES,
Massachusetts,CAMBRIDGE FIREFIGHTERS,
Iowa,CAPITOL VIEW,
North Carolina,CAROLINA,
Iowa,CEDAR FALLS COMMUNITY,
New Jersey,CENTRAL JERSEY POLICE & FIRE,
Texas,CENTRAL TEXAS TEACHERS,
Nebraska,CHADRON,
Texas,CHEMCEL,
Illinois,CHICAGO FIREFIGHTER'S,
Michigan,CHRISTIAN FINANCIAL,
Michigan,CIRCLE,
Florida,CITY-COUNTY EMPLOYEES,
Ohio,CLEVELAND POLICE,
Tennessee,CN/IC EMPLOYEES,
California,COASTHILLS,
Illinois,COLLEGE AND UNIVERSITY,
Texas,COMMON CENTS,
Michigan,COMMUNITY FINANCIAL,
Ohio,COMMUNITY STAR,
Indiana,CONCORA WABASH,
Nebraska,CONSUMERS COOPERATIVE,
California,CORAZO,
Oklahoma,CORRECTIONAL WORKERS,
Texas,COWBOY COUNTRY,
Kansas,CREDIT UNION OF EMPORIA,
Pennsylvania,CROSS VALLEY,
Illinois,CTA-74TH STREET DEPOT,
California,California Business Bank,122044119
California,Capital Bank and Trust Company,
Oklahoma,Carson Community Bank,103112507
Nebraska,Cattle Bank and Trust,104901348
Minnesota,Center National Bank,091901891
Indiana,CentreBank,074911219
Texas,Chambers Bank,082905068
Michigan,Chelsea State Bank,072403635
Texas,Ciera Bank,111905227
Kentucky,"Citizens Bank and Trust of Lebanon, Inc.",
Texas,Citizens Bank of Las Cruces,112201289
Illinois,Citizens National Bank of Albion,081221549
Texas,Citizens State Bank of Luling,114916488
Florida,City National Bank of Florida,066004367
Oklahoma,Cleo State Bank,103104175
Texas,Coleman County State Bank,111321814
Texas,Commerce Bank Texas,114921622
Texas,Commercial National Bank of Texarkana,111924282
Wisconsin,Community Bank of Cameron,091804723
Georgia,Community Bank of Pickens County,061119985
Kentucky,Community Financial Services Bank,083903328
Missouri,Community Point Bank,081511990
Pennsylvania,Compass Savings Bank,243374263
Utah,Continental Bank,124003077
Louisiana,Cottonport Bank,065201666
Iowa,Crawford County Trust and Savings Bank,073911278
Wisconsin,"Cumberland Federal Bank, FSB",291871226
Texas,DALLAS U.P. EMPLOYEES,
Illinois,DECATUR EARTHMOVER,
Colorado,DELTA COUNTY,
Pennsylvania,DERRY AREA,
Missouri,DEXTER PUBLIC SCHOOLS,
Louisiana,DISTRICT 62 HIGHWAY,
Florida,DLP Bank,063106352
Michigan,DOW,
Minnesota,DULUTH FIRE DEPARTMENT,
Minnesota,Dakota Heritage Bank,
Tennessee,Decatur County Bank,084303639
Illinois,Devon Bank,071004271
Georgia,"Durden Banking Company, Incorporated",061211443
Pennsylvania,EARNING TREE,
Virginia,EASTERN PANHANDLE,
Ohio,"EDUCATION FIRST CREDIT UNION, INC.",
Louisiana,EFCU FINANCIAL,
Alabama,ELECTRICAL WORKERS NO 558,
Texas,ELLIS COUNTY TEACHERS AND EMPLOYEES,
Oklahoma,ENCENTUS,
Tennessee,ENLIGHTEN,
Pennsylvania,ERIE FIREFIGHTERS,
Illinois,ETHICON SUTURE,
Georgia,EXCEL,
Pennsylvania,Elderton State Bank,043315147
California,Endeavor Bank,122245235
Indiana,Everence Trust Company,031389237
Georgia,F A B CHURCH,
Texas,FAITH COOPERATIVE,
Alabama,FAMILY SECURITY,
Pennsylvania,FAYETTE COUNTY SCHOOL EMPLOYEES,
Illinois,FELLOWSHIP BAPTIST CHURCH,
Indiana,FINANCIAL CENTER FIRST,
Indiana,FIRE POLICE CITY COUNTY,
Virginia,FIRST CARE,
California,FIRST ENTERTAINMENT,
Nebraska,FIRST NEBRASKA,
Tennessee,FIRST SOUTH FINANCIAL,
Texas,FIVEPOINT,
Minnesota,FM Bank,
Iowa,FNNB Bank,073902096
North Carolina,FORT BRAGG,
Texas,FORT WORTH CITY,
Louisiana,FOURTH WARD,
Virginia,FREEDOM FIRST,
Texas,FRIO COUNTY,
Missouri,F&M Bank and Trust Company,081500477
Texas,Farm Bureau Bank FSB,121281892
Illinois,Farmers State Bank of Medora,
Wisconsin,Farmers & Merchants State Bank,075907099
Minnesota,Farmers and Merchants State Bank of Appleton,041207341
Illinois,Federated Bank,071107783
Oklahoma,First  Bank of Thomas,103103147
Oklahoma,First Bank & Trust Co.,103101631
Ohio,First Bank of Ohio,041202540
Nebraska,First Central Bank,104102587
Texas,"First Commercial Bank, National Association",114016524
Oklahoma,First Enterprise Bank,103000680
Ohio,First Federal Bank of Ohio,241271041
Indiana,First Federal Savings Bank of Washington,286371676
Pennsylvania,First Keystone Community Bank,031307125
Louisiana,First National Bank USA,065402517
Ohio,First National Bank in New Bremen,042306720
Texas,First National Bank of Burleson,111909281
Texas,First National Bank of Lake Jackson,113101317
Illinois,First National Bank of Waterloo,
Oklahoma,First Oklahoma Bank,103112015
Illinois,First Secure State Bank,
Illinois,First State Bank Shannon-Polo,071115801
Texas,First State Bank of Brownsboro,111917590
Illinois,First State Bank of Olmsted,
Alabama,"First State Bank of the South, Inc.",062202257
Utah,First Utah Bank,124302613
Alabama,FirstState Bank,062201892
Georgia,Flint Community Bank,061220654
Tennessee,Foundation Bank,084302180
Kentucky,Fredonia Valley Bank,
Texas,GALVESTON GOVERNMENT EMPLOYEES,
Tennessee,GATEWAY,
Ohio,GENESIS EMPLOYEES,
Indiana,GESB SHEET METAL WORKERS,
California,GLENDALE,
Kansas,GOLDEN PLAINS,
Wisconsin,GOVERNMENTAL EMPLOYEES,
Utah,GRANITE,
Pennsylvania,GREATER PITTSBURGH,
Tennessee,GREENEVILLE WORKS EMPLS. SAV. ASSN.,
North Carolina,GUCO,
Ohio,Galion Building and Loan Bank,241271054
Georgia,Georgia Banking Company,061019975
Minnesota,Global Innovations Bank,
Minnesota,Grand Marais State Bank,091213314
Indiana,Grant County State Bank,074909218
Utah,Green Dot Bank DBA Bonneville Bank,124302529
Minnesota,Grove Bank,
Florida,Gulf Coast Business Bank,067017065
Indiana,HAMMOND FIREFIGHTERS ASSN.,
Illinois,HARVARD COMMUNITY,
Indiana,HB TELCO,
Tennessee,HEALTHCARE SERVICES,
Utah,HEMA,
Texas,HERITAGE USA,
Missouri,HIGHWAY CROSSROADS,
Indiana,HOBART IND SCHOOL EMPLOYEES,
Massachusetts,HOLYOKE,
Wisconsin,HOPESOUTH,
Indiana,HOWARD COUNTY SCHOOL EM,
Michigan,H.P.C.,
Pennsylvania,"Hatboro Federal Savings, FA",231372400
Minnesota,Heritage Bank National Association,073908731
Illinois,Hickory Point Bank and Trust,071124805
Louisiana,Hodge Bank & Trust Company,111101128
Colorado,Home Loan State Bank,302188675
Tennessee,Homeland Community Bank,064108838
Indiana,Hoosier Heartland State Bank,074908112
Wisconsin,Hustisford State Bank,075905664
Virginia,IBEW LOCAL UNION 80,
Illinois,ILLINOIS VALLEY,
Indiana,INDIANA UNIVERSITY,
Florida,INNOVATIONS FINANCIAL,
Texas,INTERCORP,
Utah,IRONWORKERS USA,
Texas,I.B.E.W. LU 66,
Kentucky,Independence Bank of Kentucky,083902756
Colorado,Integrity Bank & Trust,107006994
Iowa,Iowa Falls State Bank,073921527
Wisconsin,Ixonia Bank,075909408
Florida,JAX FIRE,
Florida,JETSTREAM,
Michigan,"JPMorgan Chase Bank, Dearborn",
Pennsylvania,Jim Thorpe Neighborhood Bank,031307691
Texas,Junction National Bank,114921761
Kansas,KANSAS TEACHERS COMMUNITY,
Ohio,KEMBA FINANCIAL,
Texas,KEYSTONE,
Tennessee,KNOXVILLE LAW ENFORCEMENT,
Kentucky,KUE,
Indiana,Kentland Bank,074912784
Texas,Kress National Bank,111301614
Kentucky,LAKE CHEM COMMUNITY,
Ohio,LAN-FAIR,
Alabama,LAUDERDALE COUNTY TEACHERS,
Iowa,LENNOX EMPLOYEES,
New Jersey,LIBERTY SAVINGS,
Illinois,LINXUS,
Virginia,LOCAL 355 MD,
Pennsylvania,LOCOMOTIVE & CONTROL EMPLOYEES,
Ohio,LORMET COMMUNITY,
Massachusetts,LOWELL FIREFIGHTERS,
Massachusetts,LYNN FIREMENS,
Wisconsin,Ladysmith Federal Savings and Loan Association,291571267
Oklahoma,Lakeside Bank of Salina,103101767
Missouri,Lead Bank,101206101
Illinois,Liberty Bank for Savings,271071004
Tennessee,Lineage Bank,064109536
Texas,Lone Star National Bank,114911687
New Jersey,Lusitania Savings Bank,221283347
Ohio,MAHONING VALLEY,
Illinois,MAROON FINANCIAL,
Tennessee,MARYVILLE MUNICIPAL,
New Jersey,MAUN,
Texas,MCLENNAN COUNTY EMPLOYEES,
Massachusetts,MEDFORD MUNICIPAL EMPLOYEES,
Iowa,MEMBERS COMMUNITY,
Iowa,MEMBERS1ST COMMUNITY,
New Jersey,MERCER COUNTY NJ TEACHERS,
Texas,MESQUITE,
Florida,METRO NORTH,
Florida,MIAMI POSTAL SERVICE,
Michigan,MICHIGAN UNITED,
Florida,MIDFLORIDA,
Kansas,MIDWEST REGIONAL,
Minnesota,MINNESOTA LAKES BANK,091905444
Missouri,MISSOURI ELECTRIC COOPERATIVES EMPL,
Illinois,MOLINE MUNICIPAL,
Alabama,MONTGOMERY VA,
Pennsylvania,MORRISONS COVE 1ST,
Texas,MOUNTAIN STAR,
Illinois,MT. ZION,
Oklahoma,MUSKOGEE,
Ohio,MYUSA,
Nebraska,Madison County Bank,304972038
New Jersey,Manasquan Bank,221272167
Kansas,Marquette Farmers State Bank of Marquette,101104588
Kentucky,Meade County Bank,083901333
Louisiana,Merchants & Farmers Bank & Trust Company,
Michigan,Mi Bank,
Pennsylvania,Middletown Valley Bank,055001258
Massachusetts,Millbury National Bank,011305202
Minnesota,Minnwest Bank,091201753
California,Montecito Bank & Trust,122234783
Georgia,Moultrie Bank & Trust,
Kansas,Mutual Savings Association,301170956
Tennessee,NASHVILLE FIREMEN'S,
Texas,NBT Financial Bank,111900549
Pennsylvania,NEW ALLIANCE,
Missouri,NEW FRONTIER BANK,081018956
Louisiana,NEW ORLEANS CLERK & CHECKERS,
California,NOBLE,
Ohio,NORTH COAST CREDIT UNION,
Iowa,NORTH STAR COMMUNITY,
Minnesota,NORTHERN COMMUNITIES,
Minnesota,NORTHRIDGE COMMUNITY,
Minnesota,NORTHWOODS,
Alabama,NUCOR EMPLOYEES,
Illinois,N.I.C.E.,
Wisconsin,National Exchange Bank and Trust,075900766
Wisconsin,Nekoosa Port Edwards State Bank,075908043
Pennsylvania,New Tripoli Bank,031312796
Alabama,North Alabama Bank,062204022
Illinois,North Shore Trust and Savings,271973762
Massachusetts,Northern Bank & Trust Company,011303097
Minnesota,Northwoods Bank of Minnesota,
California,OCEANAIR,
Oklahoma,OKLAHOMA CENTRAL,
Alabama,OPP-MICOLAS,
Wisconsin,OSHKOSH COMMUNITY,
Missouri,OUR LADY OF SNOWS,
Florida,Ocean Bank,066011392
Illinois,Old Second National Bank,071926867
Ohio,Osgood Bank,042212568
Pennsylvania,P & G MEHOOPANY EMPLOYEES,
California,PARISHIONERS,
California,PATELCO,
Wisconsin,PCM,
New Jersey,PEOPLES TRANSPORT,
Pennsylvania,PHEPLE,
Florida,PINELLAS,
Texas,PLAINS,
Michigan,POLISH-AMERICAN,
Virginia,PORT OF HAMPTON ROADS ILA,
Missouri,POSTAL & COMMUNITY,
California,PREMIER ONE,
California,PRIORITY ONE,
Pennsylvania,PRR SOUTH FORK,
Indiana,PURDUE,
Illinois,Pan American Bank & Trust,071006868
Nebraska,Pathway Bank,104913190
Pennsylvania,PennCrest Bank,231371605
Florida,Peoples Bank of Graceville,063209660
Ohio,Peoples First Savings Bank,242272366
Alabama,PeoplesTrust Bank,062206473
Texas,Plains State Bank,111323207
Missouri,Pony Express Bank,101905004
Minnesota,Premier Bank Minnesota,091905680
Minnesota,Prime Security Bank,091215587
Texas,Producer Bank of Texas,111912388
Georgia,Queensborough National Bank & Trust Company,
Texas,RAVE FINANCIAL ,
Texas,REDEEMER,
Tennessee,RESOUND,
New Jersey,RIDGEDALE,
Alabama,RIVERFALL,
Michigan,ROCK COMMUNITY,
Texas,ROSWELL COMMUNITY,
Florida,Raymond James Bank,
Missouri,Regional Missouri Bank,101909097
Texas,Rio Bank,114915447
Alabama,Robertson Banking Company,062201342
Minnesota,Rushford State Bank (Incorporated),
California,SACRAMENTO,
New Jersey,SAKER SHOP RITE,
California,SAN DIEGO FIREFIGHTERS,
California,SANTA MARIA ASSOCIATED EMPLOYEES,
Texas,SCHLUMBERGER EMPLOYEES,
Texas,SEAGOVILLE,
Iowa,SERVE,
Tennessee,SEVIER COUNTY SCHOOLS,
Virginia,SHELBY/BOLIVAR COUNTY,
Massachusetts,SHREWSBURY,
Wisconsin,SIMPLICITY,
Texas,SKEL-TEX,
California,SMW 104,
Indiana,SOUTH BEND TRANSIT,
Massachusetts,SOUTHCOAST,
Georgia,SOUTHERN PINE,
Louisiana,SOUTHWEST LOUISIANA,
Texas,STAR OF TEXAS,
Ohio,STATE HIGHWAY PATROL,
Wisconsin,STOPPENBACH,
Virginia,ST. ANN'S ARLINGTON,
Ohio,ST. JAMES PARISH,
Illinois,ST. MARTIN DE PORRES PARISH,
Nebraska,SUGAR VALLEY,
Michigan,SUNRISE FAMILY,
Texas,SWEMP,
Utah,Sallie Mae Bank,124085299
Minnesota,Security Bank Midwest,
Georgia,Security Federal Bank,253271822
Minnesota,Security State Bank of Marine,091914561
Oklahoma,"Shamrock Bank, N.A.",103101547
Nebraska,Sidney Federal Savings and Loan Association,304172210
Illinois,"SmartBiz Bank, National Association",
Georgia,South Coast Bank & Trust,061221310
Texas,"SouthStar Bank, S.S.B.",111903546
Oklahoma,Southwest Bank of Weatherford,103104298
Oklahoma,SpiritBank,103110376
Missouri,St. Clair County State Bank,101204792
Louisiana,State Bank & Trust Company,041203594
Minnesota,State Bank of Easton,
Wisconsin,State Bank of Newburg,075907552
Iowa,State Central Bank,071120320
